102920	WC竞猜-32强-JORvsIRN-$4.99	TXT_WC_Guess_Title_R32	TXT_WC_Guess_Desc	2920	64	1	2920	1									101109				DK_WC_ActvIcon							1							995			139					1							
102976	WC免费竞猜-0628-JORvsIRN	TXT_WC_Guess_Title_R32	TXT_WC_Guess_Desc	2976	64	1	2976	1									101109				DK_WC_ActvIcon							1							995			139					1							
102921	WC竞猜-32强-UZBvsIRQ-$4.99	TXT_WC_Guess_Title_R32	TXT_WC_Guess_Desc	2921	64	1	2921	1									101109				DK_WC_ActvIcon							1							995			139					1							
102922	WC竞猜-32强-MARvsCUW-$4.99	TXT_WC_Guess_Title_R32	TXT_WC_Guess_Desc	2922	64	1	2922	1									101109				DK_WC_ActvIcon							1							995			139					1							
102923	WC竞猜-32强-BELvsKOR-$4.99	TXT_WC_Guess_Title_R32	TXT_WC_Guess_Desc	2923	64	1	2923	1									101109				DK_WC_ActvIcon							1							995			139					1							
102977	WC免费竞猜-0629-UZBvsIRQ	TXT_WC_Guess_Title_R32	TXT_WC_Guess_Desc	2977	64	1	2977	1									101109				DK_WC_ActvIcon							1							995			139					1							
102924	WC竞猜-32强-BIHvsARG-$4.99	TXT_WC_Guess_Title_R32	TXT_WC_Guess_Desc	2924	64	1	2924	1									101109				DK_WC_ActvIcon							1							995			139					1							
102925	WC竞猜-32强-USAvsENG-$4.99	TXT_WC_Guess_Title_R32	TXT_WC_Guess_Desc	2925	64	1	2925	1									101109				DK_WC_ActvIcon							1							995			139					1							
102926	WC竞猜-32强-HAIvsMEX-$4.99	TXT_WC_Guess_Title_R32	TXT_WC_Guess_Desc	2926	64	1	2926	1									101109				DK_WC_ActvIcon							1							995			139					1							
102978	WC免费竞猜-0630-BIHvsARG	TXT_WC_Guess_Title_R32	TXT_WC_Guess_Desc	2978	64	1	2978	1									101109				DK_WC_ActvIcon							1							995			139					1							
102927	WC竞猜-32强-ESPvsEGY-$4.99	TXT_WC_Guess_Title_R32	TXT_WC_Guess_Desc	2927	64	1	2927	1									101109				DK_WC_ActvIcon							1							995			139					1							
102928	WC竞猜-32强-CPVvsCIV-$4.99	TXT_WC_Guess_Title_R32	TXT_WC_Guess_Desc	2928	64	1	2928	1									101109				DK_WC_ActvIcon							1							995			139					1							
102929	WC竞猜-32强-CROvsSWE-$4.99	TXT_WC_Guess_Title_R32	TXT_WC_Guess_Desc	2929	64	1	2929	1									101109				DK_WC_ActvIcon							1							995			139					1							
102979	WC免费竞猜-0701-ESPvsEGY	TXT_WC_Guess_Title_R32	TXT_WC_Guess_Desc	2979	64	1	2979	1									101109				DK_WC_ActvIcon							1							995			139					1							
102930	WC竞猜-32强-COLvsTUR-$4.99	TXT_WC_Guess_Title_R32	TXT_WC_Guess_Desc	2930	64	1	2930	1									101109				DK_WC_ActvIcon							1							995			139					1							
102931	WC竞猜-32强-GHAvsPAN-$4.99	TXT_WC_Guess_Title_R32	TXT_WC_Guess_Desc	2931	64	1	2931	1									101109				DK_WC_ActvIcon							1							995			139					1							
102932	WC竞猜-32强-TUNvsNZL-$4.99	TXT_WC_Guess_Title_R32	TXT_WC_Guess_Desc	2932	64	1	2932	1									101109				DK_WC_ActvIcon							1							995			139					1							
102980	WC免费竞猜-0702-COLvsTUR	TXT_WC_Guess_Title_R32	TXT_WC_Guess_Desc	2980	64	1	2980	1									101109				DK_WC_ActvIcon							1							995			139					1							
102933	WC竞猜-32强-QATvsCOD-$4.99	TXT_WC_Guess_Title_R32	TXT_WC_Guess_Desc	2933	64	1	2933	1									101109				DK_WC_ActvIcon							1							995			139					1							
102934	WC竞猜-32强-AUTvsAUS-$4.99	TXT_WC_Guess_Title_R32	TXT_WC_Guess_Desc	2934	64	1	2934	1									101109				DK_WC_ActvIcon							1							995			139					1							
102935	WC竞猜-32强-FRAvsALG-$4.99	TXT_WC_Guess_Title_R32	TXT_WC_Guess_Desc	2935	64	1	2935	1									101109				DK_WC_ActvIcon							1							995			139					1							
102981	WC免费竞猜-0703-QATvsCOD	TXT_WC_Guess_Title_R32	TXT_WC_Guess_Desc	2981	64	1	2981	1									101109				DK_WC_ActvIcon							1							995			139					1							
102936	WC竞猜-16强-JORvsUZB-$4.99	TXT_WC_Guess_Title_R16	TXT_WC_Guess_Desc	2936	64	1	2936	1									101109				DK_WC_ActvIcon							1							995			139					1							
102937	WC竞猜-16强-JORvsUZB-$9.99	TXT_WC_Guess_Title_R16	TXT_WC_Guess_Desc	2937	64	1	2937	1									101109				DK_WC_ActvIcon							1							995			139					1							
102938	WC竞猜-16强-MARvsBEL-$4.99	TXT_WC_Guess_Title_R16	TXT_WC_Guess_Desc	2938	64	1	2938	1									101109				DK_WC_ActvIcon							1							995			139					1							
102939	WC竞猜-16强-MARvsBEL-$9.99	TXT_WC_Guess_Title_R16	TXT_WC_Guess_Desc	2939	64	1	2939	1									101109				DK_WC_ActvIcon							1							995			139					1							
102982	WC免费竞猜-0704-JORvsUZB	TXT_WC_Guess_Title_R16	TXT_WC_Guess_Desc	2982	64	1	2982	1									101109				DK_WC_ActvIcon							1							995			139					1							
102940	WC竞猜-16强-BIHvsUSA-$4.99	TXT_WC_Guess_Title_R16	TXT_WC_Guess_Desc	2940	64	1	2940	1									101109				DK_WC_ActvIcon							1							995			139					1							
102941	WC竞猜-16强-BIHvsUSA-$9.99	TXT_WC_Guess_Title_R16	TXT_WC_Guess_Desc	2941	64	1	2941	1									101109				DK_WC_ActvIcon							1							995			139					1							
102942	WC竞猜-16强-HAIvsESP-$4.99	TXT_WC_Guess_Title_R16	TXT_WC_Guess_Desc	2942	64	1	2942	1									101109				DK_WC_ActvIcon							1							995			139					1							
102943	WC竞猜-16强-HAIvsESP-$9.99	TXT_WC_Guess_Title_R16	TXT_WC_Guess_Desc	2943	64	1	2943	1									101109				DK_WC_ActvIcon							1							995			139					1							
102983	WC免费竞猜-0705-BIHvsUSA	TXT_WC_Guess_Title_R16	TXT_WC_Guess_Desc	2983	64	1	2983	1									101109				DK_WC_ActvIcon							1							995			139					1							
102944	WC竞猜-16强-CPVvsCRO-$4.99	TXT_WC_Guess_Title_R16	TXT_WC_Guess_Desc	2944	64	1	2944	1									101109				DK_WC_ActvIcon							1							995			139					1							
102945	WC竞猜-16强-CPVvsCRO-$9.99	TXT_WC_Guess_Title_R16	TXT_WC_Guess_Desc	2945	64	1	2945	1									101109				DK_WC_ActvIcon							1							995			139					1							
102946	WC竞猜-16强-COLvsGHA-$4.99	TXT_WC_Guess_Title_R16	TXT_WC_Guess_Desc	2946	64	1	2946	1									101109				DK_WC_ActvIcon							1							995			139					1							
102947	WC竞猜-16强-COLvsGHA-$9.99	TXT_WC_Guess_Title_R16	TXT_WC_Guess_Desc	2947	64	1	2947	1									101109				DK_WC_ActvIcon							1							995			139					1							
102984	WC免费竞猜-0706-CPVvsCRO	TXT_WC_Guess_Title_R16	TXT_WC_Guess_Desc	2984	64	1	2984	1									101109				DK_WC_ActvIcon							1							995			139					1							
102948	WC竞猜-16强-TUNvsQAT-$4.99	TXT_WC_Guess_Title_R16	TXT_WC_Guess_Desc	2948	64	1	2948	1									101109				DK_WC_ActvIcon							1							995			139					1							
102949	WC竞猜-16强-TUNvsQAT-$9.99	TXT_WC_Guess_Title_R16	TXT_WC_Guess_Desc	2949	64	1	2949	1									101109				DK_WC_ActvIcon							1							995			139					1							
102950	WC竞猜-16强-AUTvsFRA-$4.99	TXT_WC_Guess_Title_R16	TXT_WC_Guess_Desc	2950	64	1	2950	1									101109				DK_WC_ActvIcon							1							995			139					1							
102951	WC竞猜-16强-AUTvsFRA-$9.99	TXT_WC_Guess_Title_R16	TXT_WC_Guess_Desc	2951	64	1	2951	1									101109				DK_WC_ActvIcon							1							995			139					1							
102985	WC免费竞猜-0707-TUNvsQAT	TXT_WC_Guess_Title_R16	TXT_WC_Guess_Desc	2985	64	1	2985	1									101109				DK_WC_ActvIcon							1							995			139					1							
102952	WC竞猜-8强-JORvsMAR-$4.99	TXT_WC_Guess_Title_QF	TXT_WC_Guess_Desc	2952	64	1	2952	1									101109				DK_WC_ActvIcon							1							995			139					1							
102953	WC竞猜-8强-JORvsMAR-$9.99	TXT_WC_Guess_Title_QF	TXT_WC_Guess_Desc	2953	64	1	2953	1									101109				DK_WC_ActvIcon							1							995			139					1							
102954	WC竞猜-8强-JORvsMAR-$19.99	TXT_WC_Guess_Title_QF	TXT_WC_Guess_Desc	2954	64	1	2954	1									101109				DK_WC_ActvIcon							1							995			139					1							
102986	WC免费竞猜-0709-JORvsMAR	TXT_WC_Guess_Title_QF	TXT_WC_Guess_Desc	2986	64	1	2986	1									101109				DK_WC_ActvIcon							1							995			139					1							
102955	WC竞猜-8强-BIHvsHAI-$4.99	TXT_WC_Guess_Title_QF	TXT_WC_Guess_Desc	2955	64	1	2955	1									101109				DK_WC_ActvIcon							1							995			139					1							
102956	WC竞猜-8强-BIHvsHAI-$9.99	TXT_WC_Guess_Title_QF	TXT_WC_Guess_Desc	2956	64	1	2956	1									101109				DK_WC_ActvIcon							1							995			139					1							
102957	WC竞猜-8强-BIHvsHAI-$19.99	TXT_WC_Guess_Title_QF	TXT_WC_Guess_Desc	2957	64	1	2957	1									101109				DK_WC_ActvIcon							1							995			139					1							
102987	WC免费竞猜-0710-BIHvsHAI	TXT_WC_Guess_Title_QF	TXT_WC_Guess_Desc	2987	64	1	2987	1									101109				DK_WC_ActvIcon							1							995			139					1							
102958	WC竞猜-8强-CPVvsCOL-$4.99	TXT_WC_Guess_Title_QF	TXT_WC_Guess_Desc	2958	64	1	2958	1									101109				DK_WC_ActvIcon							1							995			139					1							
102959	WC竞猜-8强-CPVvsCOL-$9.99	TXT_WC_Guess_Title_QF	TXT_WC_Guess_Desc	2959	64	1	2959	1									101109				DK_WC_ActvIcon							1							995			139					1							
102960	WC竞猜-8强-CPVvsCOL-$19.99	TXT_WC_Guess_Title_QF	TXT_WC_Guess_Desc	2960	64	1	2960	1									101109				DK_WC_ActvIcon							1							995			139					1							
102961	WC竞猜-8强-TUNvsAUT-$4.99	TXT_WC_Guess_Title_QF	TXT_WC_Guess_Desc	2961	64	1	2961	1									101109				DK_WC_ActvIcon							1							995			139					1							
102962	WC竞猜-8强-TUNvsAUT-$9.99	TXT_WC_Guess_Title_QF	TXT_WC_Guess_Desc	2962	64	1	2962	1									101109				DK_WC_ActvIcon							1							995			139					1							
102963	WC竞猜-8强-TUNvsAUT-$19.99	TXT_WC_Guess_Title_QF	TXT_WC_Guess_Desc	2963	64	1	2963	1									101109				DK_WC_ActvIcon							1							995			139					1							
102988	WC免费竞猜-0711-CPVvsCOL	TXT_WC_Guess_Title_QF	TXT_WC_Guess_Desc	2988	64	1	2988	1									101109				DK_WC_ActvIcon							1							995			139					1							
102964	WC竞猜-半决赛-JORvsBIH-$4.99	TXT_WC_Guess_Title_SF	TXT_WC_Guess_Desc	2964	64	1	2964	1									101109				DK_WC_ActvIcon							1							995			139					1							
102965	WC竞猜-半决赛-JORvsBIH-$9.99	TXT_WC_Guess_Title_SF	TXT_WC_Guess_Desc	2965	64	1	2965	1									101109				DK_WC_ActvIcon							1							995			139					1							
102966	WC竞猜-半决赛-JORvsBIH-$19.99	TXT_WC_Guess_Title_SF	TXT_WC_Guess_Desc	2966	64	1	2966	1									101109				DK_WC_ActvIcon							1							995			139					1							
102989	WC免费竞猜-0714-JORvsBIH	TXT_WC_Guess_Title_SF	TXT_WC_Guess_Desc	2989	64	1	2989	1									101109				DK_WC_ActvIcon							1							995			139					1							
102967	WC竞猜-半决赛-CPVvsTUN-$4.99	TXT_WC_Guess_Title_SF	TXT_WC_Guess_Desc	2967	64	1	2967	1									101109				DK_WC_ActvIcon							1							995			139					1							
102968	WC竞猜-半决赛-CPVvsTUN-$9.99	TXT_WC_Guess_Title_SF	TXT_WC_Guess_Desc	2968	64	1	2968	1									101109				DK_WC_ActvIcon							1							995			139					1							
102969	WC竞猜-半决赛-CPVvsTUN-$19.99	TXT_WC_Guess_Title_SF	TXT_WC_Guess_Desc	2969	64	1	2969	1									101109				DK_WC_ActvIcon							1							995			139					1							
102990	WC免费竞猜-0715-CPVvsTUN	TXT_WC_Guess_Title_SF	TXT_WC_Guess_Desc	2990	64	1	2990	1									101109				DK_WC_ActvIcon							1							995			139					1							
102970	WC竞猜-季军-BIHvsTUN-$4.99	TXT_WC_Guess_Title_3RD	TXT_WC_Guess_Desc	2970	64	1	2970	1									101109				DK_WC_ActvIcon							1							995			139					1							
102971	WC竞猜-季军-BIHvsTUN-$9.99	TXT_WC_Guess_Title_3RD	TXT_WC_Guess_Desc	2971	64	1	2971	1									101109				DK_WC_ActvIcon							1							995			139					1							
102972	WC竞猜-季军-BIHvsTUN-$19.99	TXT_WC_Guess_Title_3RD	TXT_WC_Guess_Desc	2972	64	1	2972	1									101109				DK_WC_ActvIcon							1							995			139					1							
102991	WC免费竞猜-0718-BIHvsTUN	TXT_WC_Guess_Title_3RD	TXT_WC_Guess_Desc	2991	64	1	2991	1									101109				DK_WC_ActvIcon							1							995			139					1							
102973	WC竞猜-决赛-JORvsCPV-$4.99	TXT_WC_Guess_Title_FINAL	TXT_WC_Guess_Desc	2973	64	1	2973	1									101109				DK_WC_ActvIcon							1							995			139					1							
102974	WC竞猜-决赛-JORvsCPV-$9.99	TXT_WC_Guess_Title_FINAL	TXT_WC_Guess_Desc	2974	64	1	2974	1									101109				DK_WC_ActvIcon							1							995			139					1							
102975	WC竞猜-决赛-JORvsCPV-$19.99	TXT_WC_Guess_Title_FINAL	TXT_WC_Guess_Desc	2975	64	1	2975	1									101109				DK_WC_ActvIcon							1							995			139					1							
102992	WC免费竞猜-0719-JORvsCPV	TXT_WC_Guess_Title_FINAL	TXT_WC_Guess_Desc	2992	64	1	2992	1									101109				DK_WC_ActvIcon							1							995			139					1							
